Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net1, net1-60-10, 34, 22, 20, 2, 0, 144, 8, 3, 13
net1, net1-60-10, 35, 18, 17, 1, 0, 128, 7, 1, 11
net1, net1-60-10, 36, 25, 25, 0, 0, 104, 6, 1, 8
net1, net1-60-10, 37, 10, 9, 1, 0, 94, 5, 4, 7
net1, net1-60-10, 38, 35, 35, 0, 0, 60, 4, 1, 6
net1, net1-60-10, 39, 45, 45, 0, 0, 15, 3, 2, 4
net1, net1-60-10, 40, 5, 5, 0, 0, 10, 2, 1, 2
net1, net1-60-10, 41, 10, 10, 0, 0, 0, 1, 1, 0

net1, net1-60-60, 1, 1000, 387, 613, 0, 0, -1, -1, -1
net1, net1-60-60, 2, 10, 10, 0, 0, 603, 68, 1, 133
net1, net1-60-60, 3, 6, 6, 0, 0, 597, 67, 1, 132
net1, net1-60-60, 4, 1, 0, 1, 0, 596, 66, 21, 111
net1, net1-60-60, 5, 1, 0, 1, 0, 596, 46, 19, 72
net1, net1-60-60, 6, 1, 0, 1, 0, 596, 29, 14, 43
net1, net1-60-60, 7, 15, 3, 12, 0, 582, 20, 14, 25
net1, net1-60-60, 8, 54, 39, 15, 0, 540, 13, 2, 21
net1, net1-60-60, 9, 11, 7, 4, 0, 544, 11, 1, 20
net1, net1-60-60, 10, 34, 27, 7, 0, 514, 10, 1, 19
net1, net1-60-60, 11, 51, 46, 5, 0, 470, 9, 2, 16
net1, net1-60-60, 12, 41, 37, 4, 0, 434, 8, 2, 14
net1, net1-60-60, 13, 22, 22, 0, 0, 416, 7, 1, 13
net1, net1-60-60, 14, 49, 47, 2, 0, 367, 6, 1, 12
net1, net1-60-60, 15, 36, 34, 2, 0, 333, 6, 1, 11
net1, net1-60-60, 16, 110, 106, 4, 0, 225, 5, 1, 10

net2, net2-10-10, 1, 1000, 873, 127, 0, 0, -1, -1, -1
net2, net2-10-10, 2, 12, 12, 0, 0, 115, 76, 1, 144
net2, net2-10-10, 3, 6, 6, 0, 0, 109, 75, 1, 143
net2, net2-10-10, 4, 1, 1, 0, 0, 108, 74, 6, 137
net2, net2-10-10, 5, 2, 1, 1, 0, 106, 68, 12, 122
net2, net2-10-10, 6, 2, 1, 1, 0, 105, 58, 6, 109
net2, net2-10-10, 7, 5, 2, 3, 0, 101, 53, 8, 93
net2, net2-10-10, 8, 3, 1, 2, 0, 101, 47, 7, 82
net2, net2-10-10, 9, 5, 2, 3, 0, 98, 41, 6, 74
net2, net2-10-10, 10, 3, 2, 1, 0, 98, 36, 6, 68
net2, net2-10-10, 11, 4, 0, 4, 0, 95, 33, 4, 62
net2, net2-10-10, 12, 1, 1, 0, 0, 98, 29, 1, 59
net2, net2-10-10, 13, 2, 0, 2, 0, 96, 28, 1, 58
net2, net2-10-10, 14, 6, 4, 2, 0, 92, 28, 5, 54
net2, net2-10-10, 15, 7, 4, 3, 0, 87, 24, 10, 47
