Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net5, net5-10-60, 1, 1000, 878, 122, 0, 0, -1, -1, -1
net5, net5-10-60, 2, 114, 12, 102, 0, 886, 71, 41, 97
net5, net5-10-60, 3, 101, 1, 100, 0, 899, 13, 26, 22
net5, net5-10-60, 4, 87, 6, 81, 0, 913, 8, 6, 13
net5, net5-10-60, 5, 40, 1, 39, 0, 960, 6, 2, 8
net5, net5-10-60, 6, 59, 10, 49, 0, 941, 3, 5, 3
net5, net5-10-60, 7, 40, 38, 2, 0, 960, 2, 2, 2
net5, net5-10-60, 8, 54, 54, 0, 0, 946, 1, 2, 0

net5, net5-60-10, 1, 1000, 409, 591, 0, 0, -1, -1, -1
net5, net5-60-10, 2, 579, 106, 473, 0, 421, 71, 63, 75
net5, net5-60-10, 3, 394, 267, 127, 0, 606, 6, 21, 13
net5, net5-60-10, 4, 34, 25, 9, 0, 966, 4, 3, 7
net5, net5-60-10, 5, 138, 138, 0, 0, 862, 1, 8, 0
net5, net5-60-10, 6, 2, 2, 0, 0, 998, 1, 1, 0
net5, net5-60-10, 7, 28, 28, 0, 0, 972, 1, 2, 0
net5, net5-60-10, 8, 22, 22, 0, 0, 978, 1, 1, 0
net5, net5-60-10, 9, 3, 3, 0, 0, 997, 1, 1, 0

net5, net5-60-60, 1, 1000, 377, 623, 0, 0, -1, -1, -1
net5, net5-60-60, 2, 620, 3, 617, 0, 380, 71, 29, 109
net5, net5-60-60, 3, 618, 0, 618, 0, 382, 19, 34, 38
net5, net5-60-60, 4, 228, 2, 226, 0, 772, 16, 3, 29
net5, net5-60-60, 5, 533, 6, 527, 0, 467, 10, 9, 19
