Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net3, net3-10-10, 22, 8, 0, 8, 0, 992, 44, 1, 99
net3, net3-10-10, 23, 10, 0, 10, 0, 990, 43, 1, 97
net3, net3-10-10, 24, 12, 0, 12, 0, 988, 42, 1, 96
net3, net3-10-10, 25, 10, 0, 10, 0, 990, 41, 1, 94
net3, net3-10-10, 26, 10, 1, 9, 0, 990, 40, 1, 92
net3, net3-10-10, 27, 39, 6, 33, 0, 961, 35, 5, 81
net3, net3-10-10, 28, 11, 2, 9, 0, 989, 34, 1, 78
net3, net3-10-10, 29, 7, 3, 4, 0, 993, 33, 1, 77
net3, net3-10-10, 30, 11, 2, 9, 0, 989, 32, 1, 75
net3, net3-10-10, 31, 6, 3, 3, 0, 994, 31, 1, 71
net3, net3-10-10, 32, 33, 12, 21, 0, 967, 26, 5, 62
net3, net3-10-10, 33, 10, 5, 5, 0, 990, 25, 1, 61
net3, net3-10-10, 34, 8, 2, 6, 0, 992, 24, 1, 60
net3, net3-10-10, 35, 19, 4, 15, 0, 981, 21, 3, 54
net3, net3-10-10, 36, 6, 2, 4, 0, 994, 20, 1, 53
net3, net3-10-10, 37, 13, 5, 8, 0, 987, 17, 3, 46
net3, net3-10-10, 38, 7, 3, 4, 0, 993, 16, 1, 42
net3, net3-10-10, 39, 21, 9, 12, 0, 979, 11, 6, 28
net3, net3-10-10, 40, 5, 2, 3, 0, 995, 10, 1, 26
net3, net3-10-10, 41, 6, 2, 4, 0, 994, 9, 1, 23
net3, net3-10-10, 42, 6, 3, 3, 0, 994, 8, 1, 19
net3, net3-10-10, 43, 4, 3, 1, 0, 996, 7, 1, 17
net3, net3-10-10, 44, 9, 9, 0, 0, 991, 5, 4, 11
net3, net3-10-10, 45, 3, 3, 0, 0, 997, 4, 1, 8
net3, net3-10-10, 46, 4, 4, 0, 0, 996, 4, 4, 8
net3, net3-10-10, 47, 5, 5, 0, 0, 995, 3, 5, 6

net3, net3-10-60, 1, 1000, 886, 114, 0, 0, -1, -1, -1
net3, net3-10-60, 2, 42, 0, 42, 0, 958, 74, 1, 143
net3, net3-10-60, 3, 72, 26, 46, 0, 928, 72, 1, 139
net3, net3-10-60, 4, 77, 0, 77, 0, 923, 71, 2, 136
net3, net3-10-60, 5, 54, 0, 54, 0, 946, 70, 1, 133
net3, net3-10-60, 6, 53, 0, 53, 0, 947, 69, 1, 132
net3, net3-10-60, 7, 58, 0, 58, 0, 942, 67, 1, 131
net3, net3-10-60, 8, 51, 0, 51, 0, 949, 66, 1, 130
net3, net3-10-60, 9, 49, 0, 49, 0, 951, 65, 1, 127
net3, net3-10-60, 10, 38, 0, 38, 0, 962, 64, 1, 126
net3, net3-10-60, 11, 32, 0, 32, 0, 968, 63, 1, 125
net3, net3-10-60, 12, 40, 0, 40, 0, 960, 62, 1, 124
net3, net3-10-60, 13, 39, 0, 39, 0, 961, 61, 1, 123
net3, net3-10-60, 14, 49, 0, 49, 0, 951, 60, 1, 121
net3, net3-10-60, 15, 35, 0, 35, 0, 965, 59, 1, 119
net3, net3-10-60, 16, 37, 0, 37, 0, 963, 58, 1, 118
net3, net3-10-60, 17, 41, 0, 41, 0, 959, 57, 1, 117
net3, net3-10-60, 18, 37, 0, 37, 0, 963, 56, 1, 116
net3, net3-10-60, 19, 45, 0, 45, 0, 955, 55, 1, 115
net3, net3-10-60, 20, 42, 0, 42, 0, 958, 54, 1, 113
net3, net3-10-60, 21, 31, 0, 31, 0, 969, 53, 1, 112
net3, net3-10-60, 22, 42, 0, 42, 0, 958, 52, 1, 111
net3, net3-10-60, 23, 50, 0, 50, 0, 950, 51, 1, 109
net3, net3-10-60, 24, 30, 0, 30, 0, 970, 50, 1, 108
net3, net3-10-60, 25, 54, 0, 54, 0, 946, 48, 2, 104
net3, net3-10-60, 26, 40, 0, 40, 0, 960, 47, 1, 102
net3, net3-10-60, 27, 48, 0, 48, 0, 952, 46, 1, 101
net3, net3-10-60, 28, 36, 0, 36, 0, 964, 45, 1, 100
net3, net3-10-60, 29, 24, 0, 24, 0, 976, 44, 1, 98
net3, net3-10-60, 30, 29, 0, 29, 0, 971, 43, 1, 97
net3, net3-10-60, 31, 28, 0, 28, 0, 972, 42, 1, 96
net3, net3-10-60, 32, 35, 0, 35, 0, 965, 41, 1, 95
net3, net3-10-60, 33, 49, 0, 49, 0, 951, 39, 2, 93
net3, net3-10-60, 34, 34, 0, 34, 0, 966, 38, 1, 91
net3, net3-10-60, 35, 32, 0, 32, 0, 968, 37, 1, 88
net3, net3-10-60, 36, 63, 0, 63, 0, 937, 35, 2, 83
net3, net3-10-60, 37, 43, 0, 43, 0, 957, 34, 1, 80
net3, net3-10-60, 38, 30, 0, 30, 0, 970, 33, 1, 79
net3, net3-10-60, 39, 51, 0, 51, 0, 949, 32, 1, 74
net3, net3-10-60, 40, 46, 0, 46, 0, 954, 30, 2, 72
net3, net3-10-60, 41, 40, 0, 40, 0, 960, 29, 1, 70
net3, net3-10-60, 42, 56, 1, 55, 0, 944, 27, 2, 65
net3, net3-10-60, 43, 38, 2, 36, 0, 962, 26, 1, 61
net3, net3-10-60, 44, 25, 0, 25, 0, 975, 25, 1, 58
net3, net3-10-60, 45, 25, 0, 25, 0, 975, 24, 1, 55

net3, net3-60-10, 1, 1000, 410, 590, 0, 0, -1, -1, -1
net3, net3-60-10, 2, 169, 2, 167, 0, 831, 74, 1, 143
net3, net3-60-10, 3, 160, 1, 159, 0, 840, 72, 1, 140
net3, net3-60-10, 4, 103, 1, 102, 0, 897, 70, 1, 139
net3, net3-60-10, 5, 107, 0, 107, 0, 893, 69, 1, 135
net3, net3-60-10, 6, 114, 0, 114, 0, 886, 68, 1, 132
net3, net3-60-10, 7, 100, 2, 98, 0, 900, 67, 1, 131
net3, net3-60-10, 8, 102, 2, 100, 0, 898, 66, 1, 128
net3, net3-60-10, 9, 66, 0, 66, 0, 934, 65, 1, 127
net3, net3-60-10, 10, 79, 1, 78, 0, 921, 64, 1, 126
net3, net3-60-10, 11, 80, 0, 80, 0, 920, 63, 1, 124
net3, net3-60-10, 12, 76, 0, 76, 0, 924, 62, 1, 122
net3, net3-60-10, 13, 70, 1, 69, 0, 930, 61, 1, 121
net3, net3-60-10, 14, 125, 0, 125, 0, 875, 59, 2, 119
net3, net3-60-10, 15, 77, 1, 76, 0, 923, 58, 1, 117
net3, net3-60-10, 16, 73, 16, 57, 0, 927, 57, 1, 115
net3, net3-60-10, 17, 65, 2, 63, 0, 935, 56, 1, 112
net3, net3-60-10, 18, 105, 7, 98, 0, 895, 54, 2, 110
net3, net3-60-10, 19, 69, 3, 66, 0, 931, 53, 1, 109
net3, net3-60-10, 20, 122, 3, 119, 0, 878, 51, 2, 107
net3, net3-60-10, 21, 57, 2, 55, 0, 943, 50, 1, 106
net3, net3-60-10, 22, 81, 2, 79, 0, 919, 49, 1, 105
net3, net3-60-10, 23, 64, 3, 61, 0, 936, 48, 1, 104
net3, net3-60-10, 24, 60, 1, 59, 0, 940, 47, 1, 102
net3, net3-60-10, 25, 55, 4, 51, 0, 945, 46, 1, 101
net3, net3-60-10, 26, 46, 4, 42, 0, 954, 45, 1, 100
net3, net3-60-10, 27, 80, 4, 76, 0, 920, 44, 1, 97
net3, net3-60-10, 28, 69, 8, 61, 0, 931, 43, 1, 96
net3, net3-60-10, 29, 64, 2, 62, 0, 936, 42, 1, 93
net3, net3-60-10, 30, 54, 2, 52, 0, 946, 41, 1, 90
net3, net3-60-10, 31, 36, 4, 32, 0, 964, 40, 1, 89
net3, net3-60-10, 32, 50, 9, 41, 0, 950, 39, 1, 84
net3, net3-60-10, 33, 63, 9, 54, 0, 937, 38, 1, 81
net3, net3-60-10, 34, 43, 6, 37, 0, 957, 37, 1, 80
net3, net3-60-10, 35, 116, 26, 90, 0, 884, 34, 3, 76
net3, net3-60-10, 36, 33, 13, 20, 0, 967, 33, 1, 74
net3, net3-60-10, 37, 94, 13, 81, 0, 906, 31, 2, 71
net3, net3-60-10, 38, 49, 9, 40, 0, 951, 30, 1, 70
net3, net3-60-10, 39, 44, 8, 36, 0, 956, 29, 1, 69
net3, net3-60-10, 40, 46, 13, 33, 0, 954, 28, 1, 67
net3, net3-60-10, 41, 40, 1, 39, 0, 960, 27, 1, 66
net3, net3-60-10, 42, 66, 21, 45, 0, 934, 26, 1, 64
net3, net3-60-10, 43, 39, 12, 27, 0, 961, 25, 1, 61
net3, net3-60-10, 44, 38, 7, 31, 0, 962, 24, 1, 60
net3, net3-60-10, 45, 28, 4, 24, 0, 972, 23, 1, 59
net3, net3-60-10, 46, 83, 24, 59, 0, 917, 21, 2, 52
net3, net3-60-10, 47, 45, 3, 42, 0, 955, 20, 1, 51
net3, net3-60-10, 48, 53, 18, 35, 0, 947, 19, 1, 50
net3, net3-60-10, 49, 23, 17, 6, 0, 977, 18, 1, 46
net3, net3-60-10, 50, 35, 21, 14, 0, 965, 17, 1, 41
net3, net3-60-10, 51, 28, 8, 20, 0, 972, 16, 1, 40
net3, net3-60-10, 52, 22, 14, 8, 0, 978, 15, 1, 37
net3, net3-60-10, 53, 29, 13, 16, 0, 971, 14, 1, 36
net3, net3-60-10, 54, 24, 11, 13, 0, 976, 13, 1, 34

net3, net3-60-60, 1, 1000, 384, 616, 0, 0, -1, -1, -1
net3, net3-60-60, 2, 382, 0, 382, 0, 618, 74, 1, 143
net3, net3-60-60, 3, 248, 0, 248, 0, 752, 71, 1, 139
net3, net3-60-60, 4, 367, 0, 367, 0, 633, 70, 1, 137
net3, net3-60-60, 5, 297, 0, 297, 0, 703, 69, 1, 134
net3, net3-60-60, 6, 281, 0, 281, 0, 719, 68, 1, 133
net3, net3-60-60, 7, 260, 0, 260, 0, 740, 67, 1, 132
net3, net3-60-60, 8, 322, 0, 322, 0, 678, 66, 1, 131
net3, net3-60-60, 9, 339, 0, 339, 0, 661, 65, 1, 128
net3, net3-60-60, 10, 243, 0, 243, 0, 757, 64, 1, 127
net3, net3-60-60, 11, 238, 0, 238, 0, 762, 63, 1, 126
net3, net3-60-60, 12, 239, 0, 239, 0, 761, 62, 1, 125
net3, net3-60-60, 13, 213, 0, 213, 0, 787, 61, 1, 124
net3, net3-60-60, 14, 297, 0, 297, 0, 703, 60, 1, 123
net3, net3-60-60, 15, 458, 14, 444, 0, 542, 58, 2, 119
net3, net3-60-60, 16, 282, 0, 282, 0, 718, 57, 1, 118
net3, net3-60-60, 17, 286, 0, 286, 0, 714, 56, 1, 117
net3, net3-60-60, 18, 271, 0, 271, 0, 729, 55, 1, 115
net3, net3-60-60, 19, 301, 0, 301, 0, 699, 54, 1, 114
net3, net3-60-60, 20, 237, 0, 237, 0, 763, 53, 1, 112
net3, net3-60-60, 21, 185, 0, 185, 0, 815, 52, 1, 111
net3, net3-60-60, 22, 208, 0, 208, 0, 792, 51, 1, 108
net3, net3-60-60, 23, 253, 0, 253, 0, 747, 50, 1, 107
net3, net3-60-60, 24, 246, 0, 246, 0, 754, 49, 1, 105
net3, net3-60-60, 25, 325, 0, 325, 0, 675, 48, 1, 103
net3, net3-60-60, 26, 184, 0, 184, 0, 816, 47, 1, 102

net4, net4-0-0, 1, 1000, 982, 18, 0, 0, -1, -1, -1
net4, net4-0-0, 2, 18, 18, 0, 0, 982, 71, 1, 140

net4, net4-10-10, 1, 1000, 902, 98, 0, 0, -1, -1, -1
net4, net4-10-10, 2, 31, 17, 14, 0, 969, 71, 1, 140
net4, net4-10-10, 3, 20, 0, 20, 0, 980, 69, 1, 137
net4, net4-10-10, 4, 23, 0, 23, 0, 977, 68, 1, 134
net4, net4-10-10, 5, 15, 1, 14, 0, 985, 67, 1, 133
net4, net4-10-10, 6, 11, 1, 10, 0, 989, 65, 1, 132
net4, net4-10-10, 7, 11, 0, 11, 0, 989, 64, 1, 131
net4, net4-10-10, 8, 23, 0, 23, 0, 977, 62, 2, 127
net4, net4-10-10, 9, 8, 0, 8, 0, 992, 61, 1, 126
net4, net4-10-10, 10, 12, 0, 12, 0, 988, 60, 1, 125
net4, net4-10-10, 11, 13, 0, 13, 0, 987, 59, 1, 124
net4, net4-10-10, 12, 8, 0, 8, 0, 992, 58, 1, 123
net4, net4-10-10, 13, 9, 0, 9, 0, 991, 57, 1, 122
net4, net4-10-10, 14, 20, 0, 20, 0, 980, 55, 2, 119
net4, net4-10-10, 15, 16, 0, 16, 0, 984, 53, 2, 117
net4, net4-10-10, 16, 10, 0, 10, 0, 990, 52, 1, 116
net4, net4-10-10, 17, 10, 1, 9, 0, 990, 51, 1, 114
net4, net4-10-10, 18, 13, 1, 12, 0, 987, 50, 1, 113
net4, net4-10-10, 19, 9, 1, 8, 0, 991, 49, 1, 112
net4, net4-10-10, 20, 9, 0, 9, 0, 991, 48, 1, 109
net4, net4-10-10, 21, 18, 1, 17, 0, 982, 45, 3, 103
net4, net4-10-10, 22, 7, 1, 6, 0, 993, 44, 1, 102
net4, net4-10-10, 23, 7, 0, 7, 0, 993, 43, 1, 101
net4, net4-10-10, 24, 14, 1, 13, 0, 986, 41, 2, 98
net4, net4-10-10, 25, 35, 4, 31, 0, 965, 35, 6, 84
net4, net4-10-10, 26, 7, 1, 6, 0, 993, 34, 1, 83
net4, net4-10-10, 27, 13, 1, 12, 0, 987, 32, 2, 77
net4, net4-10-10, 28, 7, 4, 3, 0, 993, 31, 1, 72
net4, net4-10-10, 29, 9, 4, 5, 0, 991, 30, 1, 70
net4, net4-10-10, 30, 8, 1, 7, 0, 992, 29, 1, 69
net4, net4-10-10, 31, 25, 9, 16, 0, 975, 25, 5, 62
net4, net4-10-10, 32, 8, 4, 4, 0, 992, 24, 1, 61
net4, net4-10-10, 33, 5, 2, 3, 0, 995, 23, 1, 59
net4, net4-10-10, 34, 4, 2, 2, 0, 996, 22, 1, 58
net4, net4-10-10, 35, 16, 9, 7, 0, 984, 18, 4, 53
net4, net4-10-10, 36, 4, 2, 2, 0, 996, 17, 1, 50
net4, net4-10-10, 37, 7, 4, 3, 0, 993, 15, 2, 45
net4, net4-10-10, 38, 3, 1, 2, 0, 997, 14, 1, 44
net4, net4-10-10, 39, 4, 2, 2, 0, 996, 13, 1, 37
net4, net4-10-10, 40, 6, 5, 1, 0, 994, 10, 3, 28
net4, net4-10-10, 41, 4, 3, 1, 0, 996, 8, 2, 21
net4, net4-10-10, 42, 10, 10, 0, 0, 990, 2, 10, 6
net4, net4-10-10, 43, 3, 3, 0, 0, 997, 2, 5, 6
net4, net4-10-10, 44, 2, 2, 0, 0, 998, 1, 4, 0

net4, net4-10-60, 1, 1000, 879, 121, 0, 0, -1, -1, -1
net4, net4-10-60, 2, 99, 24, 75, 0, 901, 71, 2, 139
net4, net4-10-60, 3, 67, 0, 67, 0, 933, 67, 1, 136
net4, net4-10-60, 4, 42, 0, 42, 0, 958, 66, 1, 132
net4, net4-10-60, 5, 47, 0, 47, 0, 953, 65, 1, 131
net4, net4-10-60, 6, 51, 0, 51, 0, 949, 64, 1, 128
net4, net4-10-60, 7, 66, 0, 66, 0, 934, 63, 1, 126
net4, net4-10-60, 8, 41, 0, 41, 0, 959, 62, 1, 124
net4, net4-10-60, 9, 39, 0, 39, 0, 961, 61, 1, 122
net4, net4-10-60, 10, 47, 0, 47, 0, 953, 60, 1, 121
net4, net4-10-60, 11, 40, 0, 40, 0, 960, 59, 1, 120
net4, net4-10-60, 12, 42, 0, 42, 0, 958, 58, 1, 119
net4, net4-10-60, 13, 42, 0, 42, 0, 958, 57, 1, 118
net4, net4-10-60, 14, 47, 0, 47, 0, 953, 56, 1, 117
net4, net4-10-60, 15, 42, 0, 42, 0, 958, 55, 1, 116
net4, net4-10-60, 16, 48, 0, 48, 0, 952, 54, 1, 114
net4, net4-10-60, 17, 37, 0, 37, 0, 963, 53, 1, 113
net4, net4-10-60, 18, 48, 0, 48, 0, 952, 52, 1, 112
net4, net4-10-60, 19, 45, 0, 45, 0, 955, 51, 1, 111
net4, net4-10-60, 20, 55, 0, 55, 0, 945, 50, 1, 110
net4, net4-10-60, 21, 37, 0, 37, 0, 963, 49, 1, 109
net4, net4-10-60, 22, 36, 0, 36, 0, 964, 48, 1, 108
net4, net4-10-60, 23, 43, 0, 43, 0, 957, 47, 1, 105
net4, net4-10-60, 24, 67, 0, 67, 0, 933, 46, 1, 104
net4, net4-10-60, 25, 58, 0, 58, 0, 942, 45, 1, 100
net4, net4-10-60, 26, 47, 0, 47, 0, 953, 44, 1, 97
net4, net4-10-60, 27, 50, 0, 50, 0, 950, 43, 1, 96
net4, net4-10-60, 28, 74, 0, 74, 0, 926, 41, 2, 93
net4, net4-10-60, 29, 58, 0, 58, 0, 942, 40, 1, 91
net4, net4-10-60, 30, 31, 0, 31, 0, 969, 39, 1, 90
net4, net4-10-60, 31, 56, 0, 56, 0, 944, 37, 2, 87
net4, net4-10-60, 32, 34, 0, 34, 0, 966, 36, 1, 86
net4, net4-10-60, 33, 32, 0, 32, 0, 968, 35, 1, 80
net4, net4-10-60, 34, 57, 0, 57, 0, 943, 33, 2, 75
net4, net4-10-60, 35, 59, 0, 59, 0, 941, 32, 1, 73
net4, net4-10-60, 36, 51, 0, 51, 0, 949, 31, 1, 70
net4, net4-10-60, 37, 47, 0, 47, 0, 953, 30, 1, 69
net4, net4-10-60, 38, 30, 0, 30, 0, 970, 29, 1, 66
net4, net4-10-60, 39, 26, 1, 25, 0, 974, 28, 1, 65
net4, net4-10-60, 40, 24, 0, 24, 0, 976, 27, 1, 61
net4, net4-10-60, 41, 32, 0, 32, 0, 968, 26, 1, 60
net4, net4-10-60, 42, 25, 0, 25, 0, 975, 25, 1, 59
net4, net4-10-60, 43, 37, 2, 35, 0, 963, 24, 1, 58
net4, net4-10-60, 44, 30, 0, 30, 0, 970, 23, 1, 56
net4, net4-10-60, 45, 36, 0, 36, 0, 964, 22, 1, 55
net4, net4-10-60, 46, 26, 3, 23, 0, 974, 21, 1, 53
net4, net4-10-60, 47, 31, 1, 30, 0, 969, 20, 1, 52
net4, net4-10-60, 48, 18, 1, 17, 0, 982, 19, 1, 48

net4, net4-60-10, 1, 1000, 410, 590, 0, 0, -1, -1, -1
net4, net4-60-10, 2, 165, 0, 165, 0, 835, 71, 1, 140
net4, net4-60-10, 3, 108, 2, 106, 0, 892, 68, 1, 138
net4, net4-60-10, 4, 139, 1, 138, 0, 861, 67, 1, 136
net4, net4-60-10, 5, 101, 1, 100, 0, 899, 66, 1, 133
net4, net4-60-10, 6, 104, 2, 102, 0, 896, 65, 1, 130
net4, net4-60-10, 7, 88, 1, 87, 0, 912, 64, 1, 129
net4, net4-60-10, 8, 61, 0, 61, 0, 939, 63, 1, 128
net4, net4-60-10, 9, 86, 0, 86, 0, 914, 62, 1, 127
net4, net4-60-10, 10, 74, 1, 73, 0, 926, 61, 1, 125
net4, net4-60-10, 11, 54, 0, 54, 0, 946, 60, 1, 124
net4, net4-60-10, 12, 55, 0, 55, 0, 945, 59, 1, 123
net4, net4-60-10, 13, 86, 0, 86, 0, 914, 58, 1, 122
net4, net4-60-10, 14, 61, 2, 59, 0, 939, 57, 1, 121
net4, net4-60-10, 15, 59, 0, 59, 0, 941, 56, 1, 120
net4, net4-60-10, 16, 90, 2, 88, 0, 910, 55, 1, 116
net4, net4-60-10, 17, 70, 2, 68, 0, 930, 54, 1, 114
net4, net4-60-10, 18, 73, 1, 72, 0, 927, 53, 1, 113
net4, net4-60-10, 19, 70, 0, 70, 0, 930, 52, 1, 112
net4, net4-60-10, 20, 55, 0, 55, 0, 945, 51, 1, 110
net4, net4-60-10, 21, 65, 1, 64, 0, 935, 50, 1, 109
net4, net4-60-10, 22, 88, 4, 84, 0, 912, 49, 1, 107
net4, net4-60-10, 23, 70, 2, 68, 0, 930, 48, 1, 105
net4, net4-60-10, 24, 75, 2, 73, 0, 925, 47, 1, 104
net4, net4-60-10, 25, 77, 2, 75, 0, 923, 46, 1, 103
net4, net4-60-10, 26, 67, 8, 59, 0, 933, 45, 1, 102
net4, net4-60-10, 27, 59, 5, 54, 0, 941, 44, 1, 101
net4, net4-60-10, 28, 85, 12, 73, 0, 915, 43, 2, 99
net4, net4-60-10, 29, 71, 11, 60, 0, 929, 42, 1, 97
net4, net4-60-10, 30, 80, 3, 77, 0, 920, 41, 1, 95
net4, net4-60-10, 31, 104, 8, 96, 0, 896, 39, 2, 91
net4, net4-60-10, 32, 56, 4, 52, 0, 944, 38, 1, 90
net4, net4-60-10, 33, 51, 6, 45, 0, 949, 37, 1, 88
net4, net4-60-10, 34, 45, 3, 42, 0, 955, 36, 1, 87
net4, net4-60-10, 35, 45, 12, 33, 0, 955, 35, 1, 86
net4, net4-60-10, 36, 96, 5, 91, 0, 904, 33, 2, 84
net4, net4-60-10, 37, 56, 7, 49, 0, 944, 32, 1, 80
net4, net4-60-10, 38, 64, 9, 55, 0, 936, 31, 1, 78
net4, net4-60-10, 39, 128, 26, 102, 0, 872, 28, 3, 74
net4, net4-60-10, 40, 37, 10, 27, 0, 963, 27, 1, 69
net4, net4-60-10, 41, 50, 17, 33, 0, 950, 26, 1, 67
net4, net4-60-10, 42, 39, 13, 26, 0, 961, 25, 1, 66
net4, net4-60-10, 43, 42, 18, 24, 0, 958, 24, 1, 63
net4, net4-60-10, 44, 36, 13, 23, 0, 964, 23, 1, 58
net4, net4-60-10, 45, 29, 10, 19, 0, 971, 22, 1, 56
net4, net4-60-10, 46, 66, 17, 49, 0, 934, 20, 2, 51
net4, net4-60-10, 47, 27, 12, 15, 0, 973, 19, 1, 50
net4, net4-60-10, 48, 46, 3, 43, 0, 954, 18, 1, 46
net4, net4-60-10, 49, 55, 4, 51, 0, 945, 17, 1, 45
net4, net4-60-10, 50, 61, 20, 41, 0, 939, 16, 1, 44

net4, net4-60-60, 1, 1000, 412, 588, 0, 0, -1, -1, -1
net4, net4-60-60, 2, 348, 0, 348, 0, 652, 71, 1, 140
net4, net4-60-60, 3, 234, 0, 234, 0, 766, 68, 1, 136
net4, net4-60-60, 4, 354, 0, 354, 0, 646, 67, 1, 134
net4, net4-60-60, 5, 308, 0, 308, 0, 692, 66, 1, 131
net4, net4-60-60, 6, 236, 0, 236, 0, 764, 65, 1, 130
net4, net4-60-60, 7, 355, 0, 355, 0, 645, 64, 1, 128
net4, net4-60-60, 8, 244, 0, 244, 0, 756, 63, 1, 127
net4, net4-60-60, 9, 269, 0, 269, 0, 731, 62, 1, 125
net4, net4-60-60, 10, 272, 10, 262, 0, 728, 61, 1, 123
net4, net4-60-60, 11, 211, 0, 211, 0, 789, 60, 1, 122
net4, net4-60-60, 12, 281, 0, 281, 0, 719, 59, 1, 121
net4, net4-60-60, 13, 295, 0, 295, 0, 705, 58, 1, 120
net4, net4-60-60, 14, 296, 0, 296, 0, 704, 57, 1, 117
net4, net4-60-60, 15, 231, 0, 231, 0, 769, 56, 1, 116
net4, net4-60-60, 16, 205, 0, 205, 0, 795, 55, 1, 115
net4, net4-60-60, 17, 402, 0, 402, 0, 598, 53, 2, 113
net4, net4-60-60, 18, 205, 0, 205, 0, 795, 52, 1, 110
net4, net4-60-60, 19, 241, 0, 241, 0, 759, 51, 1, 109
net4, net4-60-60, 20, 228, 0, 228, 0, 772, 50, 1, 108
net4, net4-60-60, 21, 294, 0, 294, 0, 706, 49, 1, 106
net4, net4-60-60, 22, 294, 0, 294, 0, 706, 48, 1, 105

net5, net5-0-0, 1, 1000, 977, 23, 0, 0, -1, -1, -1
net5, net5-0-0, 2, 23, 23, 0, 0, 977, 71, 1, 137

net5, net5-10-10, 1, 1000, 885, 115, 0, 0, -1, -1, -1
net5, net5-10-10, 2, 33, 20, 13, 0, 967, 71, 1, 137
net5, net5-10-10, 3, 26, 0, 26, 0, 974, 69, 1, 135
net5, net5-10-10, 4, 39, 0, 39, 0, 961, 67, 2, 131
net5, net5-10-10, 5, 20, 0, 20, 0, 980, 65, 1, 130
net5, net5-10-10, 6, 12, 0, 12, 0, 988, 64, 1, 129
net5, net5-10-10, 7, 17, 0, 17, 0, 983, 63, 1, 128
net5, net5-10-10, 8, 18, 1, 17, 0, 982, 62, 1, 127
net5, net5-10-10, 9, 16, 0, 16, 0, 984, 61, 1, 126
net5, net5-10-10, 10, 15, 0, 15, 0, 985, 60, 1, 123
net5, net5-10-10, 11, 25, 1, 24, 0, 975, 58, 2, 121
net5, net5-10-10, 12, 23, 0, 23, 0, 977, 56, 2, 115
net5, net5-10-10, 13, 22, 1, 21, 0, 978, 54, 2, 112
net5, net5-10-10, 14, 9, 0, 9, 0, 991, 53, 1, 111
net5, net5-10-10, 15, 17, 0, 17, 0, 983, 52, 1, 110
net5, net5-10-10, 16, 12, 1, 11, 0, 988, 51, 1, 109
net5, net5-10-10, 17, 29, 0, 29, 0, 971, 48, 3, 103
net5, net5-10-10, 18, 14, 0, 14, 0, 986, 47, 1, 102
net5, net5-10-10, 19, 18, 1, 17, 0, 982, 45, 2, 100
net5, net5-10-10, 20, 12, 1, 11, 0, 988, 44, 1, 99
net5, net5-10-10, 21, 26, 2, 24, 0, 974, 41, 3, 93
net5, net5-10-10, 22, 11, 1, 10, 0, 989, 40, 1, 92
net5, net5-10-10, 23, 10, 0, 10, 0, 990, 39, 1, 90
net5, net5-10-10, 24, 14, 1, 13, 0, 986, 38, 1, 89
net5, net5-10-10, 25, 30, 4, 26, 0, 970, 34, 4, 80
net5, net5-10-10, 26, 8, 3, 5, 0, 992, 33, 1, 78
net5, net5-10-10, 27, 14, 4, 10, 0, 986, 31, 2, 75
net5, net5-10-10, 28, 19, 2, 17, 0, 981, 29, 2, 71
net5, net5-10-10, 29, 9, 0, 9, 0, 991, 28, 1, 70
net5, net5-10-10, 30, 7, 3, 4, 0, 993, 27, 1, 67
net5, net5-10-10, 31, 19, 5, 14, 0, 981, 25, 3, 64
net5, net5-10-10, 32, 7, 5, 2, 0, 993, 24, 1, 61
net5, net5-10-10, 33, 11, 5, 6, 0, 989, 22, 2, 56
net5, net5-10-10, 34, 5, 3, 2, 0, 995, 21, 1, 54
net5, net5-10-10, 35, 4, 2, 2, 0, 996, 20, 1, 52
net5, net5-10-10, 36, 8, 0, 8, 0, 992, 19, 1, 48
net5, net5-10-10, 37, 9, 1, 8, 0, 991, 18, 1, 47
net5, net5-10-10, 38, 10, 7, 3, 0, 990, 17, 1, 46
net5, net5-10-10, 39, 12, 5, 7, 0, 988, 15, 2, 42
net5, net5-10-10, 40, 13, 9, 4, 0, 987, 12, 3, 36
net5, net5-10-10, 41, 4, 1, 3, 0, 996, 11, 1, 34
net5, net5-10-10, 42, 10, 5, 5, 0, 990, 8, 3, 27
net5, net5-10-10, 43, 5, 4, 1, 0, 995, 7, 1, 25
net5, net5-10-10, 44, 5, 3, 2, 0, 995, 5, 3, 20
net5, net5-10-10, 45, 5, 5, 0, 0, 995, 4, 2, 8
net5, net5-10-10, 46, 3, 3, 0, 0, 997, 3, 2, 5
net5, net5-10-10, 47, 5, 5, 0, 0, 995, 2, 6, 2
net5, net5-10-10, 48, 1, 1, 0, 0, 999, 2, 2, 2

net5, net5-10-60, 1, 1000, 878, 122, 0, 0, -1, -1, -1
net5, net5-10-60, 2, 47, 0, 47, 0, 953, 71, 1, 137
net5, net5-10-60, 3, 50, 0, 50, 0, 950, 69, 1, 133
net5, net5-10-60, 4, 58, 0, 58, 0, 942, 67, 1, 132
net5, net5-10-60, 5, 55, 0, 55, 0, 945, 66, 1, 131
net5, net5-10-60, 6, 66, 0, 66, 0, 934, 65, 1, 128
net5, net5-10-60, 7, 55, 0, 55, 0, 945, 64, 1, 127
net5, net5-10-60, 8, 44, 0, 44, 0, 956, 63, 1, 126
