_id,LogPath,ModelPath,Log,Model,Monolithic,Decomposition,GlobalDurationThreshold,LocalDurationThreshold,LogMoveCost,ModelMoveCost,RelativeIntervalThreshold,AbsoluteIntervalThreshold,MaxConflictThreshold,AlignmentPercentageThreshold,MaxIterationThreshold,CostIntervalLo,CostIntervalHi,FitnessLo,FitnessHi,IsReliable,TotalTimeTaken
0, ../data/test/P307/L28.xes, ../data/test/P307/P307.apnml, L28, P307, false, sese, 60000000, 80000, 10, 4, 100, 0, 100, 100, 200, 1.552, 1.552, 0.9935955102546115, 0.9935955102546115, 660, 18973
1, ../data/test/P307/P307_swapped_E_G.xes, ../data/test/P307/P307.apnml, P307_swapped_E_G, P307, false, sese, 60000000, 80000, 10, 4, 100, 0, 100, 100, 200, 1.106, 1.106, 0.9955641118196767, 0.9955641118196767, 581, 4145
